Company,EMP_ID,Job Classification,Job Title,Region,Job Location,Division, Org/department of the employee,Division Revenue / year, Average tenure in the company, Total years of experience,Pay Grade, Total CTC ,Compa-ratio,Join year,Left year,Impact-Leaving,Reason-Leaving,Skill Level (out of 10), Input - avergage cost of rehire,Cost to train/year,Average courses/year, # of tickets/year, # of re-opens for a tickets/ year,customer satisfaction score ( out of 10),avg ticket complexity(out of 10),avg duration to close(hrs), Average score of positive feedback from customer sentiment (out of 10), Average score of negative feedback from customer sentiment (out of 10),Overall_Performance_Rating,Overall_Performance_Rating_Description,newtoposition,Manager,future_leader,Gender,Married,exit_interview_overallscore(out of 10),rehire?,left
Netflex R & D,138913,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z13,"$39,000 ",0.78,2017,2019,Low, Resignation to Competitor,8,5776,1145,2,131,76,5,8,1,6,9,3,Insufficient,No,No,Yes,F,NO,2,No,0
Amazing R & D,496666,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z14,"$39,000 ",0.78,2012,2017,Med, Resignation to Competitor,6,6231,872,3,145,53,5,5,1,8,7,3,Insufficient,Yes,No,yes,F,NO,6,No,1
Nikey R & D ,212131,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z15,"$48,000 ",0.78,2013,2017,Med,Personal,6,6342,960,1,167,54,7,5,1,5,4,3,Insufficient,yes,No,No,F,NO,5,No,0
Alphabet-Soup Research & Development,752367,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z16,"$48,000 ",0.78,2014,2019,Low,Personal,8,5159,1416,2,110,74,6,5,2,9,4,3,Insufficient,no,Yes,No,M,YES,4,No,1
Netflex R & D,224375,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z17,"$48,000 ",0.78,2012,2017,High,Personal,6,6859,1199,2,147,74,7,6,1,8,8,3,Insufficient,yes,yes,No,M,YES,3,No,1
Amazing R & D,429936,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z18,"$48,000 ",0.78,2014,2018,High,Personal,6,5391,1143,2,178,79,5,5,2,8,4,3,Insufficient,yes,No,No,M,NO,3,No,1
Nikey R & D ,719417,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z19,"$48,000 ",0.78,2017,2019,High,Personal,5,6380,1128,2,97,64,4,4,2,8,6,3,Insufficient,yes,No,No,F,NO,2,No,0
Alphabet-Soup Research & Development,638853,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z20,"$48,000 ",0.78,2016,2018,High,Personal,7,8078,1074,3,133,75,6,8,1,4,7,3,Insufficient,No,No,No,F,NO,5,yes,1
Netflex R & D,751019,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z21,"$48,000 ",0.78,2014,2019,High,Personal,5,6270,1048,1,86,64,8,8,1,9,7,3,Outstanding,No,No,Yes,F,NO,2,Yes,1
Amazing R & D,194243,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z22,"$48,000 ",0.78,2014,2018,Low,Marriage,6,5754,1349,2,89,56,5,8,2,4,4,3,Outstanding,No,No,yes,F,NO,5,No,1
Nikey R & D ,360914,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z12,"$48,000 ",0.78,2014,2018,Med, Resignation to Competitor,6,4452,1094,2,148,74,5,4,1,4,8,3,Successful,No,No,No,F,NO,6,No,1
Alphabet-Soup Research & Development,498577,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z12,"$48,000 ",0.78,2016,2019,Med, Terminaton - School,5,4605,881,1,114,54,4,8,1,6,8,3,Successful,No,Yes,No,M,NO,6,No,0
Netflex R & D,678596,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z13,"$48,000 ",0.78,2015,2018,Low,Personal,5,5748,1438,3,176,77,8,9,2,6,7,3,Insufficient,No,yes,No,M,NO,6,No,1
Amazing R & D,651781,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z14,"$48,000 ",0.78,2014,2017,High,Inv Elimination of Position,6,7550,1167,1,94,68,9,9,2,5,4,3,Successful,No,No,No,M,NO,4,No,0
Nikey R & D ,176146,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z15,"$48,000 ",0.78,2013,2017,High,Compensation,5,7026,1245,3,86,72,7,5,2,9,4,3,Successful,No,No,No,F,NO,3,No,0
Alphabet-Soup Research & Development,488049,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z16,"$48,000 ",0.78,2012,2017,High,Compensation,8,6529,1313,3,169,66,6,8,1,9,9,3,Successful,Yes,No,Yes,F,NO,5,No,0
Netflex R & D,174905,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z17,"$48,000 ",0.78,2012,2017,High,Compensation,7,7577,973,3,126,72,7,7,2,7,8,3,Successful,yes,No,yes,F,NO,4,No,1
Amazing R & D,571265,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z18,"$48,000 ",0.78,2015,2019,High,Compensation,5,7238,1266,2,98,66,9,6,2,4,8,3,Successful,no,No,No,F,NO,4,yes,0
Nikey R & D ,101516,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z19,"$40,343 ",0.72,2015,2019,Low,Compensation,6,6330,981,1,89,79,5,9,2,7,7,3,Successful,yes,No,No,F,NO,6,Yes,1
Alphabet-Soup Research & Development,210344,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z20,"$40,343 ",0.72,2016,2019,Med, Resignation to Competitor,5,6200,923,2,109,64,9,9,1,8,8,3,Successful,yes,Yes,No,M,NO,4,No,0
Netflex R & D,203021,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z21,"$40,343 ",0.72,2014,2019,Med, Resignation to Competitor,8,5338,1403,2,125,63,6,5,1,9,9,3,Successful,yes,yes,No,M,NO,6,No,0
Amazing R & D,271450,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z22,"$40,343 ",0.72,2016,2018,Low, Resignation to Competitor,7,7633,1124,3,164,66,9,4,2,4,4,3,Successful,No,No,No,M,NO,7,No,1
Nikey R & D ,234824,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z12,"$40,343 ",0.72,2012,2017,High, Resignation to Competitor,6,6288,1027,3,142,55,6,6,1,9,4,3,Successful,No,No,No,F,NO,3,No,0
Alphabet-Soup Research & Development,215966,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z12,"$40,343 ",0.72,2013,2017,High, Resignation to Competitor,7,7855,1318,3,135,54,5,8,1,5,6,3,Successful,No,No,Yes,F,NO,3,No,0
Netflex R & D,575143,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z13,"$40,343 ",0.72,2013,2017,High, Resignation to Competitor,7,5503,1423,2,140,51,8,8,2,6,7,3,Successful,No,No,yes,F,NO,3,No,0
Amazing R & D,237590,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z14,"$40,343 ",0.72,2016,2018,High, Resignation to Competitor,6,5470,1396,3,138,79,4,4,2,8,8,3,Successful,No,No,No,F,NO,6,No,1
Nikey R & D ,810561,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z15,"$37,877 ",0.82,2015,2018,High, Resignation to Competitor,6,7968,1106,1,140,76,4,8,1,9,4,3,Successful,No,No,No,F,NO,5,No,0
Alphabet-Soup Research & Development,386655,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z16,"$43,897 ",0.67,2015,2019,Low,Personal,8,6764,1132,3,163,61,4,4,1,5,6,3,Successful,No,Yes,No,M,YES,2,yes,0
Netflex R & D,641226,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z17,"$39,996 ",0.67,2016,2018,Med,Personal,7,7754,1328,3,130,60,4,7,1,6,4,3,Successful,No,yes,No,M,YES,2,Yes,0
Amazing R & D,194689,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z18,"$39,000 ",0.78,2015,2017,Med,Personal,8,6781,1317,3,118,67,8,5,2,5,9,3,Insufficient,Yes,No,No,M,NO,6,No,0
Nikey R & D ,171884,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z19,"$39,000 ",0.78,2015,2017,Low,Personal,5,6131,1224,1,116,69,6,4,2,5,8,3,Insufficient,yes,No,Yes,F,NO,2,No,1
Alphabet-Soup Research & Development,307325,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z20,"$48,000 ",0.78,2014,2017,High,Personal,8,4960,1249,1,164,66,4,5,2,8,5,3,Insufficient,no,No,yes,F,NO,4,No,0
Netflex R & D,821998,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z21,"$48,000 ",0.78,2015,2019,High,Personal,7,5591,1305,2,87,50,6,7,1,9,4,3,Insufficient,yes,No,No,F,NO,4,No,1
Amazing R & D,723741,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z22,"$48,000 ",0.78,2015,2018,High,Personal,5,7800,1323,3,162,69,8,8,2,8,6,3,Insufficient,yes,No,No,F,NO,7,No,1
Nikey R & D ,216590,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z12,"$48,000 ",0.78,2012,2017,High,Marriage,7,5243,1061,2,101,66,8,5,1,4,9,3,Insufficient,yes,No,No,F,NO,6,No,1
Alphabet-Soup Research & Development,316271,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z12,"$48,000 ",0.78,2014,2017,High, Resignation to Competitor,7,6498,911,3,120,78,9,4,2,5,5,3,Insufficient,No,Yes,No,M,NO,2,No,1
Netflex R & D,639375,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z13,"$48,000 ",0.78,2013,2018,Low, Terminaton - School,8,5517,1406,2,116,61,5,5,2,6,6,3,Insufficient,No,yes,No,M,NO,7,No,1
Amazing R & D,209965,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z14,"$48,000 ",0.78,2016,2019,Med,Personal,8,5025,1082,3,124,50,5,4,2,9,4,3,Insufficient,No,No,No,M,NO,3,yes,0
Nikey R & D ,202519,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z15,"$48,000 ",0.78,2012,2017,Med,Inv Elimination of Position,7,4977,1284,2,96,62,4,7,1,4,9,3,Insufficient,No,No,Yes,F,NO,5,Yes,1
Alphabet-Soup Research & Development,449656,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z16,"$48,000 ",0.78,2016,2018,Low,Compensation,7,5176,1425,2,161,71,9,8,2,4,8,3,Insufficient,No,No,yes,F,NO,6,No,0
Netflex R & D,578614,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z17,"$48,000 ",0.78,2013,2018,High,Compensation,5,7135,1395,2,111,58,9,5,2,9,6,3,Insufficient,No,No,No,F,NO,7,No,0
Amazing R & D,382020,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z18,"$48,000 ",0.78,2014,2017,High,Compensation,6,5401,1369,2,106,51,6,9,2,9,5,3,Outstanding,No,No,No,F,NO,2,No,0
Nikey R & D ,400440,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z19,"$48,000 ",0.78,2012,2017,High,Compensation,6,5646,1427,1,106,63,8,5,2,9,9,3,Outstanding,No,No,No,F,NO,4,No,0
Alphabet-Soup Research & Development,637192,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z20,"$48,000 ",0.78,2014,2017,High,Compensation,5,8152,1394,3,148,50,5,8,2,9,6,3,Successful,Yes,Yes,No,M,NO,6,No,0
Netflex R & D,430755,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z21,"$48,000 ",0.78,2013,2018,High, Resignation to Competitor,8,7851,1260,3,127,55,5,6,1,5,4,3,Successful,yes,yes,No,M,NO,5,No,1
Amazing R & D,125052,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z22,"$48,000 ",0.78,2014,2019,Low, Resignation to Competitor,5,7865,1180,3,158,72,6,9,1,9,4,3,Insufficient,no,No,Yes,M,NO,4,No,1
Nikey R & D ,506326,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z12,"$48,000 ",0.78,2012,2017,Med, Resignation to Competitor,5,5132,1061,2,146,61,4,7,1,5,6,3,Successful,yes,No,yes,F,NO,4,No,0
Alphabet-Soup Research & Development,730358,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z12,"$40,343 ",0.72,2013,2017,Med, Resignation to Competitor,7,7774,881,3,94,70,6,7,2,9,4,3,Successful,yes,No,No,F,NO,6,yes,1
Netflex R & D,315647,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z13,"$40,343 ",0.72,2013,2017,Low, Resignation to Competitor,8,7358,1110,3,100,58,5,9,1,6,7,3,Successful,yes,No,No,F,NO,4,Yes,1
Amazing R & D,781808,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z14,"$40,343 ",0.72,2014,2019,High, Resignation to Competitor,7,6204,1095,1,117,73,8,4,1,8,8,3,Successful,No,No,No,F,NO,7,No,0
Nikey R & D ,797659,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z15,"$40,343 ",0.72,2015,2017,High, Resignation to Competitor,7,5639,1157,2,167,52,8,9,2,9,7,3,Successful,No,No,No,F,NO,7,No,0
Alphabet-Soup Research & Development,496857,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z16,"$40,343 ",0.72,2015,2019,High, Resignation to Competitor,8,7533,1304,3,84,77,5,9,2,4,8,3,Successful,No,Yes,No,M,YES,2,No,0
Netflex R & D,763249,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z17,"$40,343 ",0.72,2014,2019,High,Personal,6,6172,1255,2,85,66,4,6,2,8,6,3,Successful,No,yes,No,M,YES,3,No,0
Amazing R & D,376183,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z18,"$40,343 ",0.72,2015,2018,High,Personal,7,5561,938,3,172,77,9,6,1,7,8,3,Successful,No,No,Yes,M,NO,5,No,0
Nikey R & D ,523248,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z19,"$40,343 ",0.72,2016,2019,Low,Personal,6,7890,1072,2,102,73,5,5,1,5,5,3,Successful,No,No,yes,F,NO,4,No,0
Alphabet-Soup Research & Development,107398,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z20,"$37,877 ",0.82,2014,2018,Med,Personal,8,7813,1217,3,177,56,6,9,2,7,5,3,Successful,No,No,No,F,NO,4,No,1
Netflex R & D,640931,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z21,"$43,897 ",0.67,2013,2018,Med,Personal,7,8270,927,3,109,70,5,6,2,5,8,3,Successful,No,No,No,F,NO,6,No,0
Amazing R & D,578052,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z22,"$39,996 ",0.67,2014,2017,Low,Personal,7,5596,1443,3,173,60,7,8,1,7,9,3,Successful,Yes,No,No,F,NO,7,yes,1
Nikey R & D ,752411,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z12,"$39,000 ",0.78,2017,2019,High,Personal,8,5445,1335,1,127,69,8,4,1,4,7,3,Successful,yes,No,No,F,NO,4,Yes,1
Alphabet-Soup Research & Development,470921,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z12,"$39,000 ",0.78,2017,2019,High,Marriage,5,4771,1326,2,132,56,8,6,2,7,9,1,Successful,no,Yes,No,M,NO,7,No,0
Netflex R & D,409483,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z13,"$48,000 ",0.78,2013,2018,High, Resignation to Competitor,8,6655,868,2,144,80,4,9,2,9,4,1,Successful,yes,yes,Yes,M,NO,5,No,0
Amazing R & D,687055,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z14,"$48,000 ",0.78,2012,2017,High, Terminaton - School,7,4851,963,1,184,53,5,9,2,8,9,1,Successful,yes,No,yes,M,NO,3,No,1
Nikey R & D ,754250,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z15,"$48,000 ",0.78,2013,2017,High,Personal,5,4430,1010,1,175,65,5,5,2,7,7,1,Insufficient,yes,No,No,F,NO,7,No,1
Alphabet-Soup Research & Development,228071,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z16,"$48,000 ",0.78,2012,2017,Low,Inv Elimination of Position,7,5693,1303,3,113,70,7,9,1,8,8,1,Insufficient,No,No,No,F,NO,5,No,0
Netflex R & D,195743,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z17,"$48,000 ",0.78,2014,2017,Med,Compensation,7,7168,1233,3,96,74,8,6,1,9,4,5,Insufficient,No,No,No,F,NO,2,No,0
Amazing R & D,779302,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z18,"$48,000 ",0.78,2016,2018,Med,Compensation,5,6583,1049,3,139,61,5,9,1,8,6,4,Insufficient,No,No,No,F,NO,7,No,0
Nikey R & D ,157889,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z19,"$48,000 ",0.78,2014,2018,Low,Compensation,8,6116,1119,1,86,74,9,5,1,8,8,4,Insufficient,No,No,No,F,NO,6,No,1
Alphabet-Soup Research & Development,125393,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z20,"$48,000 ",0.78,2014,2017,High,Compensation,6,6306,1248,1,108,58,7,8,2,4,5,4,Insufficient,No,Yes,No,M,NO,3,yes,1
Netflex R & D,110323,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z21,"$48,000 ",0.78,2014,2018,High,Compensation,6,4816,1318,2,110,73,4,4,2,6,6,3,Insufficient,No,yes,Yes,M,NO,4,Yes,1
Amazing R & D,715213,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z22,"$48,000 ",0.78,2012,2017,High, Resignation to Competitor,5,7444,869,1,189,77,6,8,1,4,7,3,Insufficient,No,No,yes,M,NO,6,No,0
Nikey R & D ,263442,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z12,"$48,000 ",0.78,2015,2018,High, Resignation to Competitor,5,6820,990,3,186,79,8,6,2,5,4,3,Insufficient,No,No,No,F,NO,7,No,1
Alphabet-Soup Research & Development,113456,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z12,"$48,000 ",0.78,2013,2018,High, Resignation to Competitor,8,6637,1280,1,118,69,5,7,1,7,8,3,Insufficient,Yes,No,No,F,NO,4,No,0
Netflex R & D,668627,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z13,"$48,000 ",0.78,2016,2019,Low, Resignation to Competitor,5,4614,1319,2,97,53,4,9,2,9,6,3,Insufficient,yes,No,No,F,NO,4,No,0
Amazing R & D,766281,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z14,"$48,000 ",0.78,2014,2018,Med, Resignation to Competitor,7,7443,1037,1,85,56,6,6,2,8,8,4,Insufficient,no,No,No,F,NO,3,No,1
Nikey R & D ,147410,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z15,"$48,000 ",0.78,2013,2017,Med, Resignation to Competitor,8,6221,1444,1,146,69,5,6,1,4,9,3,Outstanding,yes,No,No,F,NO,5,No,0
Alphabet-Soup Research & Development,434723,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z16,"$48,000 ",0.78,2012,2017,Low, Resignation to Competitor,6,6617,1171,3,160,74,4,5,1,6,4,3,Outstanding,yes,Yes,Yes,M,YES,7,No,1
Netflex R & D,335111,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z17,"$40,343 ",0.72,2014,2019,High, Resignation to Competitor,8,4943,1166,2,115,77,4,9,1,4,9,3,Successful,yes,yes,yes,M,YES,5,No,0
Amazing R & D,313200,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z18,"$40,343 ",0.72,2012,2017,High,Personal,7,8226,901,3,87,68,7,7,2,4,6,3,Successful,No,No,No,M,NO,2,yes,0
Nikey R & D ,489674,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z19,"$40,343 ",0.72,2016,2019,High,Personal,8,4692,1005,3,88,69,5,5,2,4,5,3,Insufficient,No,No,No,F,NO,4,Yes,1
Alphabet-Soup Research & Development,533183,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z20,"$40,343 ",0.72,2015,2019,High,Personal,6,5628,1099,2,127,62,9,9,2,8,4,3,Successful,No,No,No,F,NO,6,No,1
Netflex R & D,239742,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z21,"$40,343 ",0.72,2014,2019,High,Personal,7,5847,1257,3,119,76,9,8,1,8,9,3,Successful,No,No,No,F,NO,7,No,0
Amazing R & D,133292,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z22,"$40,343 ",0.72,2016,2019,Low,Personal,5,4572,1300,3,105,55,9,8,1,4,8,3,Successful,No,No,No,F,NO,2,No,1
Nikey R & D ,500526,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z12,"$40,343 ",0.72,2015,2019,Med,Personal,6,7313,1047,1,173,57,8,5,1,6,6,3,Successful,No,No,No,F,NO,4,No,0
Alphabet-Soup Research & Development,349224,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z12,"$40,343 ",0.72,2016,2019,Med,Personal,8,6768,989,2,166,74,7,7,1,4,9,3,Successful,No,Yes,Yes,M,NO,5,No,1
Netflex R & D,526157,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z13,"$37,877 ",0.82,2015,2017,Low,Marriage,6,6217,1421,2,167,56,6,8,1,7,5,3,Successful,No,yes,yes,M,NO,4,No,0
Amazing R & D,308955,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z14,"$43,897 ",0.67,2013,2018,High, Resignation to Competitor,6,7428,1292,3,127,72,9,7,1,5,4,3,Successful,Yes,No,No,M,NO,2,No,1
Nikey R & D ,184508,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z15,"$39,996 ",0.67,2015,2018,High, Terminaton - School,7,5915,982,3,156,73,4,7,1,4,4,3,Successful,yes,No,No,F,NO,6,No,1
Alphabet-Soup Research & Development,731792,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z16,"$39,000 ",0.78,2013,2017,High,Personal,7,8071,1051,2,120,58,9,4,1,6,5,3,Successful,no,No,No,F,NO,2,yes,0
Netflex R & D,344610,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z17,"$39,000 ",0.78,2014,2019,High,Inv Elimination of Position,6,5951,1042,2,132,80,4,6,1,6,9,3,Successful,yes,No,No,F,NO,5,Yes,1
Amazing R & D,263501,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z18,"$48,000 ",0.78,2012,2017,High,Compensation,8,7188,1364,1,132,73,6,8,2,6,9,3,Successful,yes,No,No,F,NO,4,No,0
Nikey R & D ,436228,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z19,"$48,000 ",0.78,2014,2017,Low,Compensation,7,7351,1035,1,142,74,7,8,2,7,7,3,Successful,yes,No,Yes,F,NO,7,No,0
Alphabet-Soup Research & Development,181502,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z20,"$48,000 ",0.78,2015,2018,Med,Compensation,6,8478,1288,3,86,53,6,9,1,5,5,3,Successful,No,Yes,yes,M,NO,6,No,1
Netflex R & D,200134,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z21,"$48,000 ",0.78,2013,2018,Med,Compensation,7,6094,1417,2,181,60,8,7,2,4,6,3,Successful,No,yes,No,M,NO,7,No,0
Amazing R & D,539022,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z22,"$48,000 ",0.78,2016,2019,Low,Compensation,6,5685,1313,2,171,71,7,7,1,6,4,3,Successful,No,No,No,M,NO,7,No,1
